 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  86   86      381  72    2.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  114      456  64    2.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 116  115      342  66    2.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 109  108      399  71    2.70   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  123      365  68    2.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  121      373  73    2.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 142  144      407  63    3.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 138  139      426  66    3.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 116  118      398  69   12.39   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      409  81    8.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   39      386  80    5.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   43      434  80    6.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      464  86    7.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      475  85    6.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   43      487  80    9.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      391  84    6.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   39      432  83    6.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      479  85    7.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      427  83    7.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      424  83    6.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      413  72    5.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   31      436  82    5.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   30      388  79    4.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   29      368  73    4.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      365  71    3.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   28      447  69    4.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  32   32      455  68    4.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   37      466  65    4.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   47      532  62   10.68   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      552  65    8.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   35      445  71    8.94   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  49   49      541  59    8.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   39      463  70    4.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      484  67    5.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  56   56      422  71   17.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  63   64      496  58   22.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   48      368  76   12.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   29      213  96    3.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      321  80   11.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      306  84   11.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  122      399  76   12.84   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 144  142      375  73    8.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   81      134  96    1.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  84   84      179  96    2.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 130  130      306  86    6.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  64   64      393  76   18.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30      225  95    3.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      383  76   19.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      293  86    6.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      397  81    7.47   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   63      511  49   27.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  117      272  76    8.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   80      392  68   15.87   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  28   28      193  96    2.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   50      355  73   15.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      229  87    7.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  53   55      422  61   19.90   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   47      418  57   20.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   47      349  76   12.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   33      285  91    6.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  67   69      538  47   28.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30      207  95    3.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  29   29      199  96    2.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  68   71      620  37   32.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  55   55      522  71   12.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   54      514  63   19.76   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  56   56      483  74   10.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      369  75    5.94   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   43      385  77    5.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      357  80    5.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      414  78    8.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      507  78   10.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      477  82    8.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      498  81    8.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      506  81    8.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      403  82    7.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   48      475  83    9.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      470  79    8.37   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      462  83    6.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      431  80    5.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  34   35      401  75    4.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   31      401  77    4.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   34      395  74    4.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   33      357  69    4.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      418  70    4.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      352  70    4.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      340  68    4.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      443  67    4.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      361  62    5.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      372  67    4.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      353  64    3.86   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   38      443  63    4.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   41      366  63    4.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      354  69    4.34   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   48      459  75   12.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  59   59      622  61   12.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  64   63      612  48   12.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   51      532  68    6.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  47   47      504  74    7.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   70      658  68   23.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   46      481  80    6.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  64   65      520  51   29.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      334  83   10.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   29      248  92    4.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   38      325  80   13.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  50   52      369  74   14.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  117      279  81    8.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 135  136      531  76   13.84   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 114  115      351  83    7.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   69      135  97    1.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 124  124      463  80    9.68   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 154  155      541  71   12.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  112      581  48   28.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   76      651  34   37.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   71      525  56   26.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100  100      486  62   21.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 150  150      455  68   13.73   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 160  161      432  66   11.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 169  172      521  46   16.68   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 181  183      626  49   18.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 163  166      548  47   17.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 224  225      831  43   25.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 224  226      572  49   21.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 166  166      472  67   14.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 153  154      386  62   13.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 140  139      289  69   11.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 143  144      489  56   17.76   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   92      791  34   50.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  114      702  44   36.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  120      375  80    3.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   44      468  72    5.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      481  78    8.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      512  78    5.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  50   50      517  72    9.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  51   50      563  76   10.47   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      460  85    5.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   33      465  87    5.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   32      458  85    5.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   35      444  83    7.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      384  80    4.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   89      720  76   11.52   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   35      432  75    6.66   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   36      418  70    9.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   38      411  73    6.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      434  70    7.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  24   25      350  71    3.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      408  65    5.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      456  66    6.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      395  65    5.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   32      370  68    4.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   48      566  56   15.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  57   59      517  56   19.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 143  144      473  69   19.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100  101      238  82    6.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 149  149      417  69   10.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 145  146      380  67    9.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 150  151      478  64   11.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  84   83      459  54   19.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 135  136      446  64   13.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  56   57      347  67   14.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   39      302  83    9.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      320  81   14.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      218  93    4.57   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   34      261  90    5.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   96      432  69   19.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 154  156      452  70   11.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 147  148      378  76    9.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 125  124      355  81    8.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  131      280  85    5.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  79   78      178  97    1.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 102  103      250  90    3.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 106  108      354  72    5.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 158  158      669  80    4.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  99   99      404  87    2.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  113      381  72    3.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  92   93      348  73    2.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  86   86      301  70    1.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 102  103      267  81    4.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  121      297  95    2.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 157  157      413  70   10.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   81      215  93    3.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   98      266  89    2.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 108  108      245  95    1.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 143  143      514  61    5.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  115      388  67    2.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 133  133      420  69    2.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 114  114      288  75    4.77   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 165  166      441  79    9.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 142  142      359  79    7.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  70   70      164  97    1.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   97      266  90    3.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  118      423  80    5.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 130  130      388  83    3.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 111  111      378  86    2.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 125  125      312  85    2.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 109  109      283  84    2.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 115  114      273  89    2.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  113      291  87    2.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  93   92      391  88    2.37   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   32      112  94    0.84   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  21   21       80  95    0.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  93   93      350  85    2.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   51      307  81   11.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   70      528  50   27.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   29      232  95    2.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      265  90    7.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  39   39      297  83    6.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  60   60      703  45   13.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      504  63    5.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      477  64    5.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      472  69    4.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   36      468  64    4.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      478  71    4.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   43      466  62    4.76   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   43      470  64    5.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      487  70    5.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  62   62      493  63   15.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 190  193      667  44   17.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   79      498  46   24.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      309  84    7.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  70   71      494  53   28.87   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  53   53      375  75   13.76   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      327  83    8.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      397  75   11.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  45   45      510  83    7.76   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   42      473  83    7.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   34      443  87    6.73   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      455  86    5.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      442  86    5.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   36      424  81    6.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      438  80    7.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   33      455  87    5.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      492  80    8.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   37      377  70    5.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      424  67    5.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   31      371  72    3.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  29   28      367  72    3.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   32      380  73    4.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      360  69    4.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      372  66    5.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   42      424  63    4.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   40      356  66    5.37   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  36   35      458  67    5.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   44      513  61    6.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      434  70    5.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   53      555  57    6.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  49   49      439  67    4.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   46      431  72    6.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      508  69    6.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  49   49      530  72    6.34   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      491  78    5.87   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      477  80    5.41   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
